南投縣,信義鄉,明德村,9,16,261,61,545,6,5,12,60,0,5,48,1528
南投縣,信義鄉,愛國村,7,8,100,11,161,3,6,1,27,1,1,20,512
南投縣,信義鄉,自強村,12,21,135,39,239,1,9,5,36,0,4,33,766
南投縣,信義鄉,豐丘村,10,5,123,24,193,4,10,1,29,1,2,11,628
南投縣,信義鄉,新鄉村,5,5,37,21,217,0,9,0,18,0,2,18,531
南投縣,信義鄉,羅娜村,5,8,106,30,580,8,14,9,31,4,1,36,1265
南投縣,信義鄉,望美村,5,13,187,21,521,4,18,8,40,0,2,55,1364
南投縣,信義鄉,同富村,18,19,361,73,379,1,19,10,49,0,5,37,1455
南投縣,信義鄉,神木村,4,10,129,14,232,1,14,2,18,1,1,24,722
南投縣,信義鄉,東埔村,11,8,125,24,333,7,15,4,16,0,4,44,910
南投縣,信義鄉,人和村,12,12,72,21,469,4,17,7,44,4,2,24,1109
南投縣,信義鄉,地利村,4,3,64,13,448,2,7,6,13,1,2,24,815
南投縣,信義鄉,雙龍村,2,3,28,5,292,1,6,5,9,0,4,22,575
南投縣,信義鄉,潭南村,5,4,8,3,279,3,7,1,14,0,0,12,487
嘉義市,東區,短竹里,19,10,429,218,677,29,15,41,74,3,2,18,2082
嘉義市,東區,蘭潭里,10,8,409,183,635,12,16,27,76,0,0,32,1932
嘉義市,東區,東川里,8,3,298,193,659,11,9,24,87,1,8,19,1704
嘉義市,東區,鹿寮里,10,7,281,70,230,6,15,13,41,3,1,21,949
嘉義市,東區,盧厝里,15,5,411,142,415,7,12,24,65,1,1,28,1498
嘉義市,東區,文雅里,19,9,645,298,1062,43,27,62,143,4,1,25,3019
嘉義市,東區,王田里,12,6,474,225,851,24,13,54,88,0,2,14,2292
嘉義市,東區,長竹里,11,8,591,277,830,16,13,53,108,3,3,25,2529
嘉義市,東區,後庄里,16,12,829,320,1262,37,25,53,139,4,5,53,3719
嘉義市,東區,新店里,19,14,833,329,1312,27,30,56,167,5,5,43,3863
嘉義市,東區,圳頭里,17,18,741,276,1566,22,37,54,148,2,2,62,3930
嘉義市,東區,中山里,8,5,382,197,603,17,11,28,76,0,1,34,1775
嘉義市,東區,太平里,16,10,802,318,1439,30,28,54,153,4,3,45,3891
嘉義市,東區,東興里,14,6,425,282,547,16,7,28,75,1,4,24,1880
嘉義市,東區,華南里,8,7,464,257,617,10,24,21,74,6,4,17,2000
嘉義市,東區,中央里,13,6,564,364,619,13,6,32,79,1,2,22,2272
嘉義市,東區,朝陽里,20,7,514,264,513,6,20,21,88,2,1,28,2016
嘉義市,東區,民族里,6,4,392,213,480,10,14,25,59,2,2,28,1976
嘉義市,東區,過溝里,8,6,542,333,626,13,16,28,96,0,4,16,2220
嘉義市,東區,新開里,12,7,404,215,632,9,13,38,83,3,3,26,1979
嘉義市,東區,宣信里,6,7,384,162,346,5,20,9,45,1,3,21,1400
嘉義市,東區,興南里,8,4,440,185,415,3,15,8,59,0,0,19,1614
嘉義市,東區,豐年里,8,3,355,163,341,5,6,21,48,1,1,11,1357
嘉義市,東區,芳草里,13,13,754,290,884,18,24,33,106,1,1,41,3029
嘉義市,東區,芳安里,9,10,533,239,584,15,12,20,84,1,2,19,2024
嘉義市,東區,頂寮里,14,5,626,264,633,12,21,27,85,1,5,31,2335
嘉義市,東區,安寮里,15,10,682,271,700,19,22,26,104,2,6,29,2565
嘉義市,東區,安業里,9,12,444,175,567,7,10,29,76,4,3,12,1836
嘉義市,東區,興村里,21,13,856,312,1004,18,39,46,155,2,8,35,3445
嘉義市,東區,興安里,5,22,575,204,698,8,29,17,94,1,5,32,2313
嘉義市,東區,興仁里,17,10,870,313,1032,22,25,39,157,3,2,35,3394
嘉義市,東區,北門里,20,16,676,307,643,11,14,24,91,0,6,37,2465
嘉義市,東區,林森里,12,13,574,253,732,9,20,44,89,4,0,21,2393
嘉義市,東區,中庄里,23,6,682,304,916,20,34,40,137,4,2,30,3040
嘉義市,東區,頂庄里,9,4,445,172,692,9,19,42,89,2,3,20,2084
嘉義市,東區,義教里,18,14,676,264,773,17,23,40,94,0,7,26,2753
嘉義市,東區,仁義里,16,11,645,242,881,21,23,44,121,3,3,25,2710
嘉義市,東區,後湖里,18,10,785,330,912,13,43,32,115,2,1,45,3138
嘉義市,東區,荖藤里,15,16,907,264,839,14,32,33,127,2,1,30,3170
嘉義市,東區,民族里,1,0,30,8,116,3,1,3,13,0,0,4,309
嘉義市,西區,書院里,12,8,519,242,546,14,12,15,79,5,5,30,2046
嘉義市,西區,永和里,23,16,485,259,476,14,14,16,53,3,2,32,1887
嘉義市,西區,新富里,13,3,440,278,393,8,13,18,56,0,1,15,1703
嘉義市,西區,文化里,15,8,623,317,593,8,20,39,72,3,5,26,2280
嘉義市,西區,西榮里,14,7,623,316,564,12,10,23,70,1,1,17,2248
嘉義市,西區,番社里,9,4,420,219,422,7,10,26,54,2,3,19,1607
嘉義市,西區,國華里,3,3,357,158,382,8,14,17,68,0,2,20,1402
嘉義市,西區,大溪里,15,15,572,194,406,4,16,16,50,2,5,42,1891
嘉義市,西區,磚磘里,14,9,803,298,717,15,33,42,123,2,2,47,2965
嘉義市,西區,福全里,16,16,919,377,882,21,36,29,152,1,8,39,3484
嘉義市,西區,福安里,14,15,956,336,970,16,20,36,163,5,6,52,3523
嘉義市,西區,新西里,12,17,502,225,555,10,8,14,65,1,1,27,2009
嘉義市,西區,港坪里,12,8,681,259,794,7,31,43,98,1,2,29,2626
嘉義市,西區,頭港里,7,4,419,126,375,2,22,16,56,2,2,29,1449
嘉義市,西區,西平里,18,12,775,247,685,12,23,22,92,0,6,16,2606
嘉義市,西區,劉厝里,38,21,1385,481,1590,19,61,56,213,5,5,65,5390
嘉義市,西區,自強里,6,4,348,157,423,20,10,11,74,0,3,12,1457
嘉義市,西區,美源里,22,15,887,415,1031,13,26,31,123,2,5,45,3562
嘉義市,西區,湖內里,31,23,1238,423,963,21,42,42,142,4,10,66,4087
嘉義市,西區,獅子里,10,7,648,256,749,11,21,32,120,2,3,24,2564
嘉義市,西區,紅瓦里,10,7,466,130,356,8,18,10,65,3,2,18,1429
嘉義市,西區,光路里,28,17,1214,416,1396,26,40,58,164,2,8,54,4637
嘉義市,西區,福民里,25,11,1284,484,1383,24,39,56,183,4,8,47,5038
